## 토큰, 레이블 구분자 : \t
## 토큰 구분자 : \n
## 문장 구분자 : \n\n
## 주석 : ##
## 컬럼명 : CHAR	NE_TAG
## klue-ner-v1_train_00000_wikitree	특히 <영동고속도로:LC> <강릉:LC> 방향 <문막휴게소:LC>에서 <만종분기점:LC>까지 <5km:QT> 구간에는 승용차 전용 임시 갓길차로제를 운영하기로 했다.
지	O
만	O
 	O
가	O
장	O
 	O
좋	O
았	O
던	O
겄	O
은	O
 	O
별	O
로	O
 	O
좋	O
아	O
하	O
지	O
 	O
않	O
았	O
던	O
신	B-PS
민	I-PS
아	I-PS
~	O
♡	O
그	O
녀	O
의	O
 	O
인	O
생	O
연	O
기	O
.	O
 	O
화	O
면	O
이	O
(	O
감	O
독	O
이	O
 	O
암	O
흑	O
기	O
를	O
 	O
표	O
현	O
했	O
겠	O
지	O
만	O
)	O
더	O
 	O
아	O
름	O
다	O
웠	O
을	O
듯	O
.	O
좋	O
아	O
하	O
는	O
 	O
감	O
독	O
님	O
이	O
 	O
추	O
억	O
의	O
 	O
가	O
요	O

## klue-ner-v1_train_02474_wikitree	갤럭시S6 엣지 <아이언맨:PS> 에디션에는 기본 구성품과 함께 <아이언맨:PS> 상징인 '아크원자로' 모양 무선충전기, <삼성:OG> 정품 클리어 커버가 포함됐다.
갤	O
럭	O
시	O
S	O
6	O
 	O
엣	O
지	O
 	O
아	B-PS
이	I-PS
언	I-PS
맨	I-PS
 	O
에	O
디	O
션	O
에	O
는	O
 	O
기	O
본	O
 	O
구	O
성	O
품	O
과	O
 	O
함	O
께	O
 	O
아	B-PS
이	I-PS
언	I-PS
맨	I-PS
 	O
상	O
징	O
인	O
 	O
'	O
아	O
크	O
원	O
자	O
로	O
'	O
 	O
모	O
양	O
 	O
무	O
선	O
충	O
전	O
기	O
,	O
 	O
삼	B-OG
성	I-OG
 	O
정	O
품	O
 	O
클	O
리	O
어	O
 	O
커	O
버	O
가	O
 	O
포	O
함	O
됐	O
다	O
.	O

## klue-ner-v1_train_02475_nsmc	이 영화에서 감동적인면 보단 미사에서 발연기 하던 <임수정:PS>이란 배우의 연기력에 놀랐다!
이	O
 	O
영	O
화	O
에	O
서	O
 	O
감	O
동	O
적	O
인	O
면	O
 	O
보	O
단	O
 	O
미	O
사	O
에	O
서	O
 	O
발	O
연	O
기	O
 	O
하	O
던	O
 	O
임	B-PS
수	I-PS
정	I-PS
이	O
란	O
 	O
배	O
우	O
의	O
 	O
연	O
기	O
력	O
에	O
 	O
놀	O
랐	O
다	O
!	O

## klue-ner-v1_train_02476_nsmc	유명한 <홍콩:LC>영화가 많지만,난 이영화가 기억에 납니다.
유	O
명	O
한	O
 	O
홍	B-LC
콩	I-LC
영	O
화	O
가	O
 	O
많	O
지	O
만	O
,	O
난	O
 	O
이	O
영	O
화	O
가	O
 	O
기	O
억	O
에	O
 	O
납	O
니	O
다	O
.	O

## klue-ner-v1_train_02477_wikitree	<김:PS> 후보 대변인실은 "<남:PS> 후보는 <4월15일:DT> 당내 경선을 앞두고 열린 '<경기도:LC> 보육정책 포럼’에서 보육은 국가 책임이므로 보육교사도 교육공무원에 준하는 대우를 할 것이라고 약속했지만 헌신짝 버리듯 말을 바꿨다”고 지적했다.
김	B-PS
 	O
후	O
보	O
 	O
대	O
변	O
인	O
실	O
은	O
 	O
"	O
남	B-PS
 	O
후	O
보	O
는	O
 	O
4	B-DT
월	I-DT
1	I-DT
5	I-DT
일	I-DT
 	O
당	O
내	O
 	O
경	O
선	O
을	O
 	O
앞	O
두	O
고	O
 	O
열	O
린	O
 	O
'	O
경	B-LC
기	I-LC
도	I-LC
 	O
보	O
육	O
정	O
책	O
 	O
포	O
럼	O
’	O
에	O
서	O
 	O
보	O
육	O
은	O
 	O
국	O
가	O
 	O
책	O
임	O
이	O
므	O
로	O
 	O
보	O
육	O
교	O
사	O
도	O
 	O
교	O
육	O
공	O
무	O
원	O
에	O
 	O
준	O
하	O
는	O
 	O
대	O
우	O
를	O
 	O
할	O
 	O
것	O
이	O
라	O
고	O
 	O
약	O
속	O
했	O
지	O
만	O
 	O
헌	O
신	O
짝	O
 	O
버	O
리	O
듯	O
 	O
말	O
을	O
 	O
바	O
꿨	O
다	O
”	O
고	O
 	O
지	O
적	O
했	O
다	O
.	O

## klue-ner-v1_train_02478_nsmc	평점이 너무 높다;;아무리 <98년도:DT>작이라해도..
평	O
점	O
이	O
 	O
너	O
무	O
 	O
높	O
다	O
;	O
;	O
아	O
무	O
리	O
 	O
9	B-DT
8	I-DT
년	I-DT
도	I-DT
작	O
이	O
라	O
해	O
도	O
.	O
.	O

## klue-ner-v1_train_02479_wikitree	<요세미티 국립공원:OG> 측은 <4년째:DT> 이어진 가뭄으로 나무들이 고사하면서 사고가 발생한 것으로 보고 정확한 사고 원인을 조사하고 있다.
요	B-OG
세	I-OG
미	I-OG
티	I-OG
 	I-OG
국	I-OG
립	I-OG
공	I-OG
원	I-OG
 	O
측	O
은	O
 	O
4	B-DT
년	I-DT
째	I-DT
 	O
이	O
어	O
진	O
 	O
가	O
뭄	O
으	O
로	O
 	O
나	O
무	O
들	O
이	O
 	O
고	O
사	O
하	O
면	O
서	O
 	O
사	O
고	O
가	O
 	O
발	O
생	O
한	O
 	O
것	O
으	O
로	O
 	O
보	O
고	O
 	O
정	O
확	O
한	O
 	O
사	O
고	O
 	O
원	O
인	O
을	O
 	O
조	O
사	O
하	O
고	O
 	O
있	O
다	O
.	O

## klue-ner-v1_train_02480_wikitree	특히 <공화당:OG>은 상·하의원 선거는 물론 주지사 선거에서도 압승함으로써 <2016년:DT> 대선을 앞두고 <민주당:OG>과의 경쟁에서 한층 유리한 고지를 선점하게 됐다.
특	O
히	O
 	O
공	B-OG
화	I-OG
당	I-OG
은	O
 	O
상	O
·	O
하	O
의	O
원	O
 	O
선	O
거	O
는	O
 	O
물	O
론	O
 	O
주	O
지	O
사	O
 	O
선	O
거	O
에	O
서	O
도	O
 	O
압	O
승	O
함	O
으	O
로	O
써	O
 	O
2	B-DT
0	I-DT
1	I-DT
6	I-DT
년	I-DT
 	O
대	O
선	O
을	O
 	O
앞	O
두	O
고	O
 	O
민	B-OG
주	I-OG
당	I-OG
과	O
의	O
 	O
경	O
쟁	O
에	O
서	O
 	O
한	O
층	O
 	O
유	O
리	O
한	O
 	O
고	O
지	O
를	O
 	O
선	O
점	O
하	O
게	O
 	O
됐	O
다	O
.	O

## klue-ner-v1_train_02481_wikitree	특히, <MBC:OG> 방송내용은 스펙은 별로이지만 개발자로서 성공해보겠다는 신념에 찬 지원자들에게 남들과 같이 학습해서는 최고가 될 수 없다.
특	O
히	O
,	O
 	O
M	B-OG
B	I-OG
C	I-OG
 	O
방	O
송	O
내	O
용	O
은	O
 	O
스	O
펙	O
은	O
 	O
별	O
로	O
이	O
지	O
만	O
 	O
개	O
발	O
자	O
로	O
서	O
 	O
성	O
공	O
해	O
보	O
겠	O
다	O
는	O
 	O
신	O
념	O
에	O
 	O
찬	O
 	O
지	O
원	O
자	O
들	O
에	O
게	O
 	O
남	O
들	O
과	O
 	O
같	O
이	O
 	O
학	O
습	O
해	O
서	O
는	O
 	O
최	O
고	O
가	O
 	O
될	O
 	O
수	O
 	O
없	O
다	O
.	O

## klue-ner-v1_train_02482_wikitree	<WP:OG>도 <미국:OG>과 <EU:OG>의 이번 제재가 <러시아:OG>에 '경제적 고통'을 안기기에는 역부족이었으며, <푸틴:PS> 대통령에게 압력을 가하려면 그의 반응을 기다리기보다는 실제 경제적 타격을 줄 만한 조치를 한발 앞서서 취해야 한다고 조언했다.
W	B-OG
P	I-OG
도	O
 	O
미	B-OG
국	I-OG
과	O
 	O
E	B-OG
U	I-OG
의	O
 	O
이	O
번	O
 	O
제	O
재	O
가	O
 	O
러	B-OG
시	I-OG
아	I-OG
에	O
 	O
'	O
경	O
제	O
적	O
 	O
고	O
통	O
'	O
을	O
 	O
안	O
기	O
기	O
에	O
는	O
 	O
역	O
부	O
족	O
이	O
었	O
으	O
며	O
,	O
 	O
푸	B-PS
틴	I-PS
 	O
대	O
통	O
령	O
에	O
게	O
 	O
압	O
력	O
을	O
 	O
가	O
하	O
려	O
면	O
 	O
그	O
의	O
 	O
반	O
응	O
을	O
 	O
기	O
다	O
리	O
기	O
보	O
다	O
는	O
 	O
실	O
제	O
 	O
경	O
제	O
적	O
 	O
타	O
격	O
을	O
 	O
줄	O
 	O
만	O
한	O
 	O
조	O
치	O
를	O
 	O
한	O
발	O
 	O
앞	O
서	O
서	O
 	O
취	O
해	O
야	O
 	O
한	O
다	O
고	O
 	O
조	O
언	O
했	O
다	O
.	O

## klue-ner-v1_train_02483_nsmc	<1점:QT>주려고 로그인햇다 이걸본게 아직도후회된다
1	B-QT
점	I-QT
주	O
려	O
고	O
 	O
로	O
그	O
인	O
햇	O
다	O
 	O
이	O
걸	O
본	O
게	O
 	O
아	O
직	O
도	O
후	O
회	O
된	O
다	O

## klue-ner-v1_train_02484_nsmc	이것도 영화냐..? 시작한지 <20:QT>만에 끝나는 머같은 내용. 왜 사냐진짜.
이	O
것	O
도	O
 	O
영	O
화	O
냐	O
.	O
.	O
?	O
 	O
시	O
작	O
한	O
지	O
 	O
2	B-QT
0	I-QT
만	O
에	O
 	O
끝	O
나	O
는	O
 	O
머	O
같	O
은	O
 	O
내	O
용	O
.	O
 	O
왜	O
 	O
사	O
냐	O
진	O
짜	O
.	O

## klue-ner-v1_train_02485_wikitree	'리듬체조의 요정' <손연재:PS>(<19:QT>·<연세대:OG>)가 <제27회:QT> <카잔:LC> <하계:DT>유니버시아드에서 볼 종목 은메달을 목에 걸었다.
'	O
리	O
듬	O
체	O
조	O
의	O
 	O
요	O
정	O
'	O
 	O
손	B-PS
연	I-PS
재	I-PS
(	O
1	B-QT
9	I-QT
·	O
연	B-OG
세	I-OG
대	I-OG
)	O
가	O
 	O
제	B-QT
2	I-QT
7	I-QT
회	I-QT
 	O
카	B-LC
잔	I-LC
 	O
하	B-DT
계	I-DT
유	O
니	O
버	O
시	O
아	O
드	O
에	O
서	O
 	O
볼	O
 	O
종	O
목	O
 	O
은	O
메	O
달	O
을	O
 	O
목	O
에	O
 	O
걸	O
었	O
다	O
.	O

## klue-ner-v1_train_02486_nsmc	만약이란 건 없지만 <말론 브란도:PS>가 <벤허:PS> 역을 했다면ᄒᄃᄃ <말론 브란도:PS>는 나이 <50:QT>도 되기 전에 <아카데미:OG> 남우주연상 <3개:QT>네!
만	O
약	O
이	O
란	O
 	O
건	O
 	O
없	O
지	O
만	O
 	O
말	B-PS
론	I-PS
 	I-PS
브	I-PS
란	I-PS
도	I-PS
가	O
 	O
벤	B-PS
허	I-PS
 	O
역	O
을	O
 	O
했	O
다	O
면	O
ᄒ	O
ᄃ	O
ᄃ	O
 	O
말	B-PS
론	I-PS
 	I-PS
브	I-PS
란	I-PS
도	I-PS
는	O
 	O
나	O
이	O
 	O
5	B-QT
0	I-QT
도	O
 	O
되	O
기	O
 	O
전	O
에	O
 	O
아	B-OG
카	I-OG
데	I-OG
미	I-OG
 	O
남	O
우	O
주	O
연	O
상	O
 	O
3	B-QT
개	I-QT
네	O
!	O

## klue-ner-v1_train_02487_wikitree	한편 <두 사람:QT>의 자녀를 포함한 일가족 대부분은 자택격리 조치돼 <36번:QT> 환자의 임종을 지키지 못한 것으로 전해졌다.
한	O
편	O
 	O
두	B-QT
 	I-QT
사	I-QT
람	I-QT
의	O
 	O
자	O
녀	O
를	O
 	O
포	O
함	O
한	O
 	O
일	O
가	O
족	O
 	O
대	O
부	O
분	O
은	O
 	O
자	O
택	O
격	O
리	O
 	O
조	O
치	O
돼	O
 	O
3	B-QT
6	I-QT
번	I-QT
 	O
환	O
자	O
의	O
 	O
임	O
종	O
을	O
 	O
지	O
키	O
지	O
 	O
못	O
한	O
 	O
것	O
으	O
로	O
 	O
전	O
해	O
졌	O
다	O
.	O

## klue-ner-v1_train_02488_nsmc	<정하은:PS>의 몰상식한행동 혹시 뒤에서 잘한다
정	B-PS
하	I-PS
은	I-PS
의	O
 	O
몰	O
상	O
식	O
한	O
행	O
동	O
 	O
혹	O
시	O
 	O
뒤	O
에	O
서	O
 	O
잘	O
한	O
다	O

## klue-ner-v1_train_02489_wikitree	<고든:PS>이 당시 집에 있었는지, 바깥에 출타 중이었는지 알려지지 않았다.
고	B-PS
든	I-PS
이	O
 	O
당	O
시	O
 	O
집	O
에	O
 	O
있	O
었	O
는	O
지	O
,	O
 	O
바	O
깥	O
에	O
 	O
출	O
타	O
 	O
중	O
이	O
었	O
는	O
지	O
 	O
알	O
려	O
지	O
지	O
 	O
않	O
았	O
다	O
.	O

## klue-ner-v1_train_02490_wikitree	컴퓨터의 역사를 좋아하는 사람들에게 친숙한 해커 <7명:QT>을 모아봤다.
컴	O
퓨	O
터	O
의	O
 	O
역	O
사	O
를	O
 	O
좋	O
아	O
하	O
는	O
 	O
사	O
람	O
들	O
에	O
게	O
 	O
친	O
숙	O
한	O
 	O
해	O
커	O
 	O
7	B-QT
명	I-QT
을	O
 	O
모	O
아	O
봤	O
다	O
.	O

## klue-ner-v1_train_02491_nsmc	황당한 소재인 만큼 딱히 공감하기 어려운 영화. 당시 <한국:LC> 판타지는 글쎄
황	O
당	O
한	O
 	O
소	O
재	O
인	O
 	O
만	O
큼	O
 	O
딱	O
히	O
 	O
공	O
감	O
하	O
기	O
 	O
어	O
려	O
운	O
 	O
영	O
화	O
.	O
 	O
당	O
시	O
 	O
한	B-LC
국	I-LC
 	O
판	O
타	O
지	O
는	O
 	O
글	O
쎄	O

## klue-ner-v1_train_02492_wikitree	<민주통합당:OG> 의원들이 <개성공단:OG> 정상화를 촉구하는 기자회견을 열었습니다.
민	B-OG
주	I-OG
통	I-OG
합	I-OG
당	I-OG
 	O
의	O
원	O
들	O
이	O
 	O
개	B-OG
성	I-OG
공	I-OG
단	I-OG
 	O
정	O
상	O
화	O
를	O
 	O
촉	O
구	O
하	O
는	O
 	O
기	O
자	O
회	O
견	O
을	O
 	O
열	O
었	O
습	O
니	O
다	O
.	O

## klue-ner-v1_train_02493_nsmc	<20년:DT>이 지난 지금도 기억이 생생한 영화
2	B-DT
0	I-DT
년	I-DT
이	O
 	O
지	O
난	O
 	O
지	O
금	O
도	O
 	O
기	O
억	O
이	O
 	O
생	O
생	O
한	O
 	O
영	O
화	O

## klue-ner-v1_train_02494_wikitree	수입 카메라를 싸게 사주겠다고 속여 카메라 도소매업자로부터 <26억원:QT> 가까운 돈을 받아챈 뒤 <호주:LC>로 도망간 <장:PS> 모(<44:QT>) 씨가 죗값을 치르게됐다.
수	O
입	O
 	O
카	O
메	O
라	O
를	O
 	O
싸	O
게	O
 	O
사	O
주	O
겠	O
다	O
고	O
 	O
속	O
여	O
 	O
카	O
메	O
라	O
 	O
도	O
소	O
매	O
업	O
자	O
로	O
부	O
터	O
 	O
2	B-QT
6	I-QT
억	I-QT
원	I-QT
 	O
가	O
까	O
운	O
 	O
돈	O
을	O
 	O
받	O
아	O
챈	O
 	O
뒤	O
 	O
호	B-LC
주	I-LC
로	O
 	O
도	O
망	O
간	O
 	O
장	B-PS
 	O
모	O
(	O
4	B-QT
4	I-QT
)	O
 	O
씨	O
가	O
 	O
죗	O
값	O
을	O
 	O
치	O
르	O
게	O
됐	O
다	O
.	O

## klue-ner-v1_train_02495_wikitree	<대책본부:OG>는 <이종인:PS> <알파잠수종합기술공사:OG> 대표의 다이빙 벨이 <이날:DT> <오전 3시 20분:TI>께 잠수부 <3명:QT>을 싣고 물속에 투입됐고 <오전 5시 17분:TI>께 물 밖으로 나왔다고 밝혔다.
대	B-OG
책	I-OG
본	I-OG
부	I-OG
는	O
 	O
이	B-PS
종	I-PS
인	I-PS
 	O
알	B-OG
파	I-OG
잠	I-OG
수	I-OG
종	I-OG
합	I-OG
기	I-OG
술	I-OG
공	I-OG
사	I-OG
 	O
대	O
표	O
의	O
 	O
다	O
이	O
빙	O
 	O
벨	O
이	O
 	O
이	B-DT
날	I-DT
 	O
오	B-TI
전	I-TI
 	I-TI
3	I-TI
시	I-TI
 	I-TI
2	I-TI
0	I-TI
분	I-TI
께	O
 	O
잠	O
수	O
부	O
 	O
3	B-QT
명	I-QT
을	O
 	O
싣	O
고	O
 	O
물	O
속	O
에	O
 	O
투	O
입	O
됐	O
고	O
 	O
오	B-TI
전	I-TI
 	I-TI
5	I-TI
시	I-TI
 	I-TI
1	I-TI
7	I-TI
분	I-TI
께	O
 	O
물	O
 	O
밖	O
으	O
로	O
 	O
나	O
왔	O
다	O
고	O
 	O
밝	O
혔	O
다	O
.	O

## klue-ner-v1_train_02496_nsmc	<이나영:PS>연기가 별로.. 내용도 지루..
이	B-PS
나	I-PS
영	I-PS
연	O
기	O
가	O
 	O
별	O
로	O
.	O
.	O
 	O
내	O
용	O
도	O
 	O
지	O
루	O
.	O
.	O

## klue-ner-v1_train_02497_nsmc	진짜 이 영화를 이해한다면 <10점:QT>이지
진	O
짜	O
 	O
이	O
 	O
영	O
화	O
를	O
 	O
이	O
해	O
한	O
다	O
면	O
 	O
1	B-QT
0	I-QT
점	I-QT
이	O
지	O

## klue-ner-v1_train_02498_wikitree	위안부 피해 할머니들의 고소장을 접수한 <검찰:OG>은 <일본:LC>에 있는 <스즈키:PS>씨에게 <지난해 9월18일:DT>까지 <검찰:OG>에 나와 조사받을 것을 통보했다.
위	O
안	O
부	O
 	O
피	O
해	O
 	O
할	O
머	O
니	O
들	O
의	O
 	O
고	O
소	O
장	O
을	O
 	O
접	O
수	O
한	O
 	O
검	B-OG
찰	I-OG
은	O
 	O
일	B-LC
본	I-LC
에	O
 	O
있	O
는	O
 	O
스	B-PS
즈	I-PS
키	I-PS
씨	O
에	O
게	O
 	O
지	B-DT
난	I-DT
해	I-DT
 	I-DT
9	I-DT
월	I-DT
1	I-DT
8	I-DT
일	I-DT
까	O
지	O
 	O
검	B-OG
찰	I-OG
에	O
 	O
나	O
와	O
 	O
조	O
사	O
받	O
을	O
 	O
것	O
을	O
 	O
통	O
보	O
했	O
다	O
.	O

## klue-ner-v1_train_02499_wikitree	<서울지방경찰청:OG>이 <6일:DT> <서울시:LC> <2015년 1∼3월:DT> 교통사고를 분석해 발표한 '자치구별 교통안전도'에 따르면 <올 1분기:DT> <서울시:LC>에서 교통사고로 숨진 사람은 <94명:QT>, 부상자는 <1만3천6명:QT>이었다.
서	B-OG
울	I-OG
지	I-OG
방	I-OG
경	I-OG
찰	I-OG
청	I-OG
이	O
 	O
6	B-DT
일	I-DT
 	O
서	B-LC
울	I-LC
시	I-LC
 	O
2	B-DT
0	I-DT
1	I-DT
5	I-DT
년	I-DT
 	I-DT
1	I-DT
∼	I-DT
3	I-DT
월	I-DT
 	O
교	O
통	O
사	O
고	O
를	O
 	O
분	O
석	O
해	O
 	O
발	O
표	O
한	O
 	O
'	O
자	O
치	O
구	O
별	O
 	O
교	O
통	O
안	O
전	O
도	O
'	O
에	O
 	O
따	O
르	O
면	O
 	O
올	B-DT
 	I-DT
1	I-DT
분	I-DT
기	I-DT
 	O
서	B-LC
울	I-LC
시	I-LC
에	O
서	O
 	O
교	O
통	O
사	O
고	O
로	O
 	O
숨	O
진	O
 	O
사	O
람	O
은	O
 	O
9	B-QT
4	I-QT
명	I-QT
,	O
 	O
부	O
상	O
자	O
는	O
 	O
1	B-QT
만	I-QT
3	I-QT
천	I-QT
6	I-QT
명	I-QT
이	O
었	O
다	O
.	O

## klue-ner-v1_train_02500_wikitree	지난 <19일:DT> 해당 지역에 사는 <트레피어 허몬스:PS>(<Hummons:PS>)가 <911:OG>에 전화해 총을 든 사람이 돌아다니고 있다는 신고를 했다.
지	O
난	O
 	O
1	B-DT
9	I-DT
일	I-DT
 	O
해	O
당	O
 	O
지	O
역	O
에	O
 	O
사	O
는	O
 	O
트	B-PS
레	I-PS
피	I-PS
어	I-PS
 	I-PS
허	I-PS
몬	I-PS
스	I-PS
(	O
H	B-PS
u	I-PS
m	I-PS
m	I-PS
o	I-PS
n	I-PS
s	I-PS
)	O
가	O
 	O
9	B-OG
1	I-OG
1	I-OG
에	O
 	O
전	O
화	O
해	O
 	O
총	O
을	O
 	O
든	O
 	O
사	O
람	O
이	O
 	O
돌	O
아	O
다	O
니	O
고	O
 	O
있	O
다	O
는	O
 	O
신	O
고	O
를	O
 	O
했	O
다	O
.	O

## klue-ner-v1_train_02501_nsmc	다시 <한번:QT> <디즈니:OG>에서 리메이크 됬으면 하는 명작중의 명작
다	O
시	O
 	O
한	B-QT
번	I-QT
 	O
디	B-OG
즈	I-OG
니	I-OG
에	O
서	O
 	O
리	O
메	O
이	O
크	O
 	O
됬	O
으	O
면	O
 	O
하	O
는	O
 	O
명	O
작	O
중	O
의	O
 	O
명	O
작	O

## klue-ner-v1_train_02502_nsmc	나는 <일본:LC>을 싫어하지만 <일본:LC>영화가 참 좋다.
나	O
는	O
 	O
일	B-LC
본	I-LC
을	O
 	O
싫	O
어	O
하	O
지	O
만	O
 	O
일	B-LC
본	I-LC
영	O
화	O
가	O
 	O
참	O
 	O
좋	O
다	O
.	O

## klue-ner-v1_train_02503_wikitree	<공군:OG>은 전 부대에서 천연조미료 제조가 가능하다는 판단에 따라 <올해 1월:DT>부터 식품건조기와 믹서기를 전 부대에 지원했다.
공	B-OG
군	I-OG
은	O
 	O
전	O
 	O
부	O
대	O
에	O
서	O
 	O
천	O
연	O
조	O
미	O
료	O
 	O
제	O
조	O
가	O
 	O
가	O
능	O
하	O
다	O
는	O
 	O
판	O
단	O
에	O
 	O
따	O
라	O
 	O
올	B-DT
해	I-DT
 	I-DT
1	I-DT
월	I-DT
부	O
터	O
 	O
식	O
품	O
건	O
조	O
기	O
와	O
 	O
믹	O
서	O
기	O
를	O
 	O
전	O
 	O
부	O
대	O
에	O
 	O
지	O
원	O
했	O
다	O
.	O

## klue-ner-v1_train_02504_nsmc	이마져도 무슨 재난영화로 갑자기 바꼈나 싶었지만 .. <빈디젤:PS> 나와서 <1점:QT> 더하면 <4점:QT> 되겠다 ᄏ
이	O
마	O
져	O
도	O
 	O
무	O
슨	O
 	O
재	O
난	O
영	O
화	O
로	O
 	O
갑	O
자	O
기	O
 	O
바	O
꼈	O
나	O
 	O
싶	O
었	O
지	O
만	O
 	O
.	O
.	O
 	O
빈	B-PS
디	I-PS
젤	I-PS
 	O
나	O
와	O
서	O
 	O
1	B-QT
점	I-QT
 	O
더	O
하	O
면	O
 	O
4	B-QT
점	I-QT
 	O
되	O
겠	O
다	O
 	O
ᄏ	O

## klue-ner-v1_train_02505_nsmc	가슴을 적셔주는 영화 <30대:QT> 에는 몰랐지만 지금 <40대 중반:QT>에서야 느끼는 감성....추천합니다.
가	O
슴	O
을	O
 	O
적	O
셔	O
주	O
는	O
 	O
영	O
화	O
 	O
3	B-QT
0	I-QT
대	I-QT
 	O
에	O
는	O
 	O
몰	O
랐	O
지	O
만	O
 	O
지	O
금	O
 	O
4	B-QT
0	I-QT
대	I-QT
 	I-QT
중	I-QT
반	I-QT
에	O
서	O
야	O
 	O
느	O
끼	O
는	O
 	O
감	O
성	O
.	O
.	O
.	O
.	O
추	O
천	O
합	O
니	O
다	O
.	O

## klue-ner-v1_train_02506_nsmc	요새는 <손담비:PS>라는,후배가 있기는 한데,<김완선:PS>보다는,순발력,재능,개그센스포함,모든 면에서 좀 떨어짐.
요	O
새	O
는	O
 	O
손	B-PS
담	I-PS
비	I-PS
라	O
는	O
,	O
후	O
배	O
가	O
 	O
있	O
기	O
는	O
 	O
한	O
데	O
,	O
김	B-PS
완	I-PS
선	I-PS
보	O
다	O
는	O
,	O
순	O
발	O
력	O
,	O
재	O
능	O
,	O
개	O
그	O
센	O
스	O
포	O
함	O
,	O
모	O
든	O
 	O
면	O
에	O
서	O
 	O
좀	O
 	O
떨	O
어	O
짐	O
.	O

## klue-ner-v1_train_02507_nsmc	<디카프리오:PS>는 정말 천생배우 <로미오:PS>와 <줄리엣:PS>, 타이타닉 정말 잊혀지지 않는 영화만 쏙 골라나오냐 ᅲᅲᅲ 진짜 너무 잘생긴듯 현재모습사진을 봐도 걍 그때 그시절이 너무 잘생김 진짜 감탄 하 이건 걍 <디카프리오:PS>와 ost가 해먹음
디	B-PS
카	I-PS
프	I-PS
리	I-PS
오	I-PS
는	O
 	O
정	O
말	O
 	O
천	O
생	O
배	O
우	O
 	O
로	B-PS
미	I-PS
오	I-PS
와	O
 	O
줄	B-PS
리	I-PS
엣	I-PS
,	O
 	O
타	O
이	O
타	O
닉	O
 	O
정	O
말	O
 	O
잊	O
혀	O
지	O
지	O
 	O
않	O
는	O
 	O
영	O
화	O
만	O
 	O
쏙	O
 	O
골	O
라	O
나	O
오	O
냐	O
 	O
ᅲ	O
ᅲ	O
ᅲ	O
 	O
진	O
짜	O
 	O
너	O
무	O
 	O
잘	O
생	O
긴	O
듯	O
 	O
현	O
재	O
모	O
습	O
사	O
진	O
을	O
 	O
봐	O
도	O
 	O
걍	O
 	O
그	O
때	O
 	O
그	O
시	O
절	O
이	O
 	O
너	O
무	O
 	O
잘	O
생	O
김	O
 	O
진	O
짜	O
 	O
감	O
탄	O
 	O
하	O
 	O
이	O
건	O
 	O
걍	O
 	O
디	B-PS
카	I-PS
프	I-PS
리	I-PS
오	I-PS
와	O
 	O
o	O
s	O
t	O
가	O
 	O
해	O
먹	O
음	O

## klue-ner-v1_train_02508_wikitree	<박태환:PS>은 <17일:DT> <경북 김천실내수영장:LC>에서 열린 <2014:DT> <MBC:OG>배 전국수영대회 이틀째 남자 일반부 개인혼영 <200m:QT> 결승에서 <2분00초31:QT>의 <한국:LC> 신기록을 세우고 <1위:QT>를 차지했다.
박	B-PS
태	I-PS
환	I-PS
은	O
 	O
1	B-DT
7	I-DT
일	I-DT
 	O
경	B-LC
북	I-LC
 	I-LC
김	I-LC
천	I-LC
실	I-LC
내	I-LC
수	I-LC
영	I-LC
장	I-LC
에	O
서	O
 	O
열	O
린	O
 	O
2	B-DT
0	I-DT
1	I-DT
4	I-DT
 	O
M	B-OG
B	I-OG
C	I-OG
배	O
 	O
전	O
국	O
수	O
영	O
대	O
회	O
 	O
이	O
틀	O
째	O
 	O
남	O
자	O
 	O
일	O
반	O
부	O
 	O
개	O
인	O
혼	O
영	O
 	O
2	B-QT
0	I-QT
0	I-QT
m	I-QT
 	O
결	O
승	O
에	O
서	O
 	O
2	B-QT
분	I-QT
0	I-QT
0	I-QT
초	I-QT
3	I-QT
1	I-QT
의	O
 	O
한	B-LC
국	I-LC
 	O
신	O
기	O
록	O
을	O
 	O
세	O
우	O
고	O
 	O
1	B-QT
위	I-QT
를	O
 	O
차	O
지	O
했	O
다	O
.	O

## klue-ner-v1_train_02509_nsmc	잼있던데... ᄒᄒ <1점:QT>준사람들은 이해가 안가지만,,,
잼	O
있	O
던	O
데	O
.	O
.	O
.	O
 	O
ᄒ	O
ᄒ	O
 	O
1	B-QT
점	I-QT
준	O
사	O
람	O
들	O
은	O
 	O
이	O
해	O
가	O
 	O
안	O
가	O
지	O
만	O
,	O
,	O
,	O

## klue-ner-v1_train_02510_nsmc	<린치:PS>의 이레이저 헤드를 봤을 때의 느낌이다
린	B-PS
치	I-PS
의	O
 	O
이	O
레	O
이	O
저	O
 	O
헤	O
드	O
를	O
 	O
봤	O
을	O
 	O
때	O
의	O
 	O
느	O
낌	O
이	O
다	O

## klue-ner-v1_train_02511_wikitree	<전국철도노동조합:OG> 소속 조합원 <4천여명:QT>은 <오후 3시:TI> <서울역 광장:LC>에서 총파업 총력투쟁 결의대회를 연다.
전	B-OG
국	I-OG
철	I-OG
도	I-OG
노	I-OG
동	I-OG
조	I-OG
합	I-OG
 	O
소	O
속	O
 	O
조	O
